product_type,text
자세밴드,허리를 펴고 앉게되네요 어깨를 펴게 만드네요
자세밴드,배송 빠르게 잘 받았어요 평소 자세가 좋지 않고 하루종일 앉아서 근무하니 자연스럽게 허리도 굽어지고 어깨결림이 심해져서 자세교정이 필요할 것 같아서 구매했어요 일하는 동안 착용했는데 통기성이 좋아서 장시간 하고 있어도 답답함이 없어요 허리 뒤를 받쳐주고 고정이 되니 무의식적으로 자세를 굽어지지않도록 잘 잡아주어 만족스러워요 바른자세를 유지하는데 도움이 될것 같아요
자세밴드,"이 제품은 어깨를 뒤로 당겨서 바른 자세를 유지하도록 도와주는 교정 밴드입니다. 원래 자세가 구부정한 편이라 구매했는데, 처음에는 착용 방법이 다소 헷갈렸습니다. 가방처럼 어깨에 걸친 후 벨크로(찍찍이)로 조이는 방식인데, 처음에는 너무 조이면 불편할 수 있어 적당히 조절하는 게 중요합니다. ✅ 장점 어깨를 자연스럽게 펴주는 효과 → 오래 착용하면 확실히 자세 교정에 도움이 됨 벨크로 방식으로 쉽게 조절 가능 → 본인 체형에 맞게 조정 가능 착용감이 나쁘지 않음 → 너무 단단하지 않아서 적응만 되면 무리 없이 착용 가능 ❌ 단점 장시간 착용하면 어깨에 부담이 갈 수도 있음 → 처음에는 짧게 착용 후 점점 시간을 늘리는 게 좋음 완벽한 교정은 어려움 → 혼자 착용하는 것만으로는 완벽한 자세 교정이 어렵고, 평소 자세도 신경 써야 함 총평 착용하면 확실히 어깨가 펴지는 느낌이 들고, 꾸준히 사용하면 자세 교정에 도움이 되는 제품입니다. 다만 처음에는 착용법이 헷갈릴 수 있고, 너무 오래 착용하면 오히려 불편할 수 있어 적응이 필요합니다. 올바른 자세 습관을 기르려는 분들에게 보조적인 역할로 괜찮은 제품이라고 생각합니다."
자세밴드,이것 꾸준히 입어줘서 그런지 자세가 좋아졌다는 이야기를 많이 들어요 ㅋㅋ 역시 사람은 자세가 중요한 것 같아요 집에서 입고 다니기 좋아요
자세밴드,188cm 80kg 남편사줬어요 사무실에서 일 할 때 쓴다는데 요긴하대요! 바른자세 잡는데 도움이 된다고 합니다! 만족합니다!
자세밴드,밴드가 넓어서 사용하기 참 편합니다!! 착용하면 하루종일 말려있던 등과 어깨가 쫙 펴지는 느낌이 들어서 스트레칭이 시원하게 되는 기분이에요!! 자세가 바르게되니깐 피곤도 덜하네요^^
자세밴드,"구매이유 : 업무 특성상 혼자 있어서 외관적인 부분은 신경쓰지 않고 구매했어요! 사무실에서는 아무래도 착용하고 있기에는 부담될 수 있는데, 자꾸 자세가 거북목자세, 허리를 숙이게 되어서 교정하고자 집에서 장시간 착용하고 업무를 보려고 구매했습니다. 착용감 무엇보다 착용감이 불편하면 장시간 착용하기에는 불편함이 있다고 생각하는데요, 이 제품은 불편하지 않고 졸리지 않지만 내몸에 맞게 편안하게 어깨를 잡아줘서 불편함이 없습니다. 신축성이 좋고 제품 퀄리티자체가 탄탄해서 오랫동안 잘 사용할 수 있을 것 같아요 교정적인 부분도 있겠지만 바른자세를 유지하고 업무를 보니 향상도도 높아지는것 같습니다. 바른자세를 유지하고 싶으신 분 장시간 착용해도 불편함없는 제품을 찾으시는 분들께 추천드립니다."
자세밴드,운동할 때 자세 잡는 용으로 샀어요. 특히 스쿼트할 때 허리 지지대가 안정적으로 받쳐주고 어깨를 펴주니까 좋더라고요~ 밴드 탄성도 짱짱하고 옷 위에 입어도 불편하지 않아 만족스럽습니다^^
자세밴드,어깨가 자꾸 말려서 교정하고자 구매했어요 일단 확실히 잘 펴져서 좋아요!! 물리적인 힘을 얻어서 교정하니 저한테는 편합니당 ㅎ
선크림,전에 쓰던건 백탁도 있고 무엇보다 눈시림이 있었는데 이건 둘다 없네요
선크림,백탁없는 제품 찾았는데 너무 잘 산거 같아요 촉촉하고 끈적임없어서 좋아요 밀리는것도 하나 없이 너무 좋아요~ 다쓰면 재구매 각이에요!! 마음에 들어요~
선크림,쿠팡체험단 이벤트로 상품을 무료 제공받아 작성한 리뷰입니다. 성분이 좋기로 유명한 피지오겔 로션 성인인 저도 피부가 민감해서 로션 잘못쓰면 피부 트러블이 생기는데 피지오겔은 그런 게 전혀 없어서 쭉 쓰고 있는데 썬크림까지 나오는지 몰랐네요! 거기다 페이스&바디 다 사용 가능한 제품이라 더 만족스럽습니다 유통기한도 보통 선크림은 1년인게 많은데 2년이라 길어서 넉넉해서 좋아요 아이랑 같이 쓸 수도 있고 성분도 믿을만한 회사기때문에 안심하고 쓸 수 있어요 저자극에 자외선 차단은 잘 되고 민감한 피부에도 사용 가능할 수 있습니다 처음 사용할 때는 몇번 흔들어서 사용하면 되요 손에 발라 봤는데 약간 묽어요 그리고 촉촉하게 잘 흡수되었습니다 백탁현상도 없어서 마음에 들었고 그리고 끈적거림도 심하지 않고 기름지지 않아서 만족스러워요 하지만 지성피부는 얼굴에 바르면 조금 번들거리는 느낌은 들 수 있어서 몸에 바르는게 좋을 거 같아요 보통 선크림은 여름에 많이 사용하지만 지금도 햇볕은 엄청 따가워서 자외선이 없진 않지요 야구장 갔는데 햇볕이 정통으로 있어서 벌써 타더라고요 ㅜㅜ 이번주 야구장갈때는 꼭 바르고 가야겠어요!
자세밴드,생각보다 사이즈가 막 크지 않아요 ! 자세교정 효과는 매우 좋습니다.
자세밴드,"정말 만족만족 대만족.. 직장인들 강추추.. 한달 전부터 앉아서 컴퓨터 하면 어깨부터 등허리 부분이 저릿저릿?한 느낌이 들더라구요. 시간이 지날수록 거의 만성으로 이런 증상이 있어서 아 진짜 큰일이다 내 허리에 뭔 일이 났구나.. 싶었는데 주변 사람들이 제 등허리가 많이 굽었다고 하더라구요. 그래서 등허리 피고 있는 용으로 구입했어요 ㅠ 집에 원래 있던건 허리만 잡아주는 보호대인데 이건 어깨부터 등, 허리 다 잡아줘서 착용하고 있으면 누가 제 어깨를 강제로 잡아서 뒤로 촥! 젖혀 바른자세로 만들어주는 느낌이에여 ㅋㅋㅋㅋ 솔직히 허리가 이미 많이 앞으로 휜 상태라 이거 착용하고 바른자세로 있으면 허리아프고 힘든데 진짜 신기하게도 이거 하고있는 동안 어깨 저릿한 느낌이 안나요.. 그리고 얇은 옷 입고 외출할땐 이거 착용하기 민망해서 벗고 나가면 거짓말처럼 어깨가 저릿합니다...!!!!!!! 당분간은 상시 착용해서 자세좀 바르게 교정해야겠어요.. 진짜 강추.."
자세밴드,평소 일자목에 라운드 숄더라 구부정한 자세 때문에 어깨와 허리도 많이 아프고 두통도 있어 치료를 받았어요. 치료 받을 때는 괜찮은데 자세가 습관이라 완전히 좋아지지는 않더라구요. 그러다가 바른 자세 밴드를 알게 돼서 써보게 되었는데 너무 좋네요. 의식적으로 바른 자세를 유지하지 않아도 자연스럽게 허리와 어깨가 펴지면서 자세교정이 되서 좋네요. 무게도 가볍고 매쉬소재라 더운 여름에도 땀찰 걱정없이 잘 착용할 수 있을 것같아요. 가볍고 사용하기도 편하고 너무 좋아요. 계속 잘 사용할 것같습니다.
자세밴드,평소 자세가 좋지 않아서 자세교정이 필요할 것 같아 샀어요 허리를 잘 받쳐주고 고정되니까 바른 자세 유지하는데 도움 되네요 구부정했던 자세에서 바른 자세로 교정되니까 덜 피로하고 괜찮은 것 같아요
자세밴드,친구가 사용해보고 효과 좋다고 추천 받아서 저도 주문해서 쓰고 있는데 듣던대로 효과 좋네요 꾸준히 잘 써봐야겠어요
선크림,끈적이지않아 이번여행내내 가족모두 바디용으로 잘썼어요 묽은 로션재형이라 흔들어서 팔다리에 슥짜주고 문지르면 빠르게흡수되고 끈적이지않아서좋고 양도많아서 부담없이 가족모두 사용하기좋아요
선크림,"시슨드시 백탁없는 밀림없는 눈시림없는 선크림 SPF50+ PA++++ 실사용 후기 예민한 피부에 맞는 선크림 찾다가 성분 보고 골랐어요 발림성이 정말 좋고, 백탁이 전혀 없어서 놀랐어요 눈시림도 없고 하루 종일 끈적임 없이 편하게 썼네요ㅎㅎ 유분감 어때요? → 산뜻해서 지성 피부도 무난해요 메이크업 전에 써도 되나요? → 밀림 없이 베이스에도 좋아요 향은 어떤가요? → 거의 무향이라 거부감 없어요 ✅ 무기자차인데도 발림성이 부드럽고 가벼워요 ✅ 민감성 피부도 트러블 없이 잘 맞았어요 ✅ 휴대하기 좋은 튜브 타입이라 여행용으로도 굿 ✅ 땀에도 잘 버티고 지속력도 만족스러웠어요 성분 꼼꼼히 따지는 분들께 특히 추천해요 무난하게 쓰기 좋은 데일리 선크림이에요 ▼구매 결정에 도움될 정보▼ 설치 난이도: 해당 없음 디자인: ⭐⭐⭐⭐⭐ (깔끔해요) 가성비: ⭐⭐⭐⭐⭐ (매일 사용용) 사용 목적: 데일리 자외선 차단용"
자세밴드,기존에 쓰던거는 어깨만 잡아주는 디자인이라 허리를 자꾸 구부정하게 되던데 이건 허리까지 딱 잡아주는 디자인이라 꼿꼿하게 잘피게 되는것 같아요 바른자세 유지하는데 도움이 되서 잘쓰고있어요
자세밴드,운동 병행하면서 교정밴드 하니까 많이 도움 되네요 밴드도 튼튼하고 마감처리도 잘 되있고 사이즈도 잘 맞아서 좋네요 체형 교정도 되고 허리 건강에도 좋으니까 꾸준히 써보려고합니다
자세밴드,"요즘 자세가 자꾸 굽어져서 구입했는데, 효과 진짜 좋아요! 처음엔 약간 어색했지만 하루에 조금씩 착용하니까 어깨가 펴지는 게 느껴져요 밴드가 부드럽고 통기성도 좋아서 장시간 착용해도 불편하지 않아요. 옷 안에 가볍게 입을 수 있어서 출근할 때나 집에서도 부담 없이 착용 중이에요. 자세가 바로 잡히니까 목이랑 허리 통증도 줄어서 만족해요. 꾸준히 쓰면 자세가 확실히 교정될 것 같아요"
자세밴드,회사에서 자세가 점점 안좋아지니 거북목도 심해지고 어깨 목 부분에 통증이 너무안좋아져서 마사지를 받아도 한순간이여서 ㅠㅠ 고쳐보려고 구매했어요! 첨엔 회사에서는 부끄러워서 집에서 착용했는데 확실히 교정이 되더라고요~ 그래서 한개 더사서 회사에서도 용기내서 착용하려고 해요 제몸 제가 챙겨야죠! ㅎㅎㅎ
자세밴드,평소 아이 등이랑 어깨가 굽은 모습을보고 보조기구가 필요할것고 저도 컴퓨터작업을 하다보니 라운드숄더가 되더라구요. 그래서 저랑 아이가 같이 쓰면 좋을것같았어요. 제품을 혼자서 착용하기 편하게 만들어졌더라구요. 착용전에 뒷쪽에 끈을 교차해서 밴드에 넣은다음 양팔을 한쪽씩 넣고 허리에 맞게 먼저 착용한뒤 어깨끈을 당겨서 붙이면되요!!!! 아이도 혼자서 척척하네요. 사진은 아이사진을찍었고 입어보니 어깨가 벌어져 자세에 도움되는것같습니다!!
선크림,현장직에서 일하는 사람입니다. 일주일 사용해본 후기입니다. 일단 첫번째로 향은 개인적으로 그냥 풀향기입니다. 바르고나면 향은 금방 적응되지만 아무래도 이런 류의 제품에서 흔치않은 향이기 때문에 아침마다 바를때마다 적응이 안됩니다. 냄새에 민감하지 않은 분들은 무시해도 될 수준입니다. 두번째로 크림의 질감인데 바르려고 손에 짤땐 되직한 질감이지만 이내 펴바르면 크림에서 로션 중간의 질감입니다. 세번째로 자극은 지성피부인 제 기준으로 피부에 자극은 없었고 바르고나서 땀과 얼굴기름이 올라와도 번들거리는 느낌없었습니다. 눈따가움은 아침 7시쯤 발라서 저녁 6~7시쯤에 슬슬 눈이 따가워지기 시작하는데 이 시간이면 퇴근하고 샤워할 시간이니 사실상 낮시간에 활동하는 동안 눈따가움은 없다고 봐도 좋습니다. 네번째로 발림성은 피부에 금방금방 흡수됩니다. 저는 끈적한걸 싫어해서 로션이나 선크림같은걸 바르고나면 끈적해진 손을 다시 씻는데 이 제품은 손에다 쳐발라놓은 크림도 금방금방 흡수되서 따로 손을 씻을 필요가 없습니다.
자세밴드,"❤ 내돈내산~ 그래서 솔직후기 ⸜(*ˊᗜˋ*)⸝ ❤ 솔직히 리뷰가 최근 리뷰밖에 없어서 고민 8월말에 올라온 리뷰밖에 안보이더라구요... 별5개라.. 알바? 체험단????? 반신반의하며 그래도 믿고 구매해뵀어요 어차피 반품은 무료로 되니까 전 운동하는 사람은 아니지만 언제부턴가 자세가 안좋은지 오른쪽 날개쭉지가 너무 아프더라구요 평소에 자세도 구부정하기도 하고해서 교정해보려 이런용도로 저번에도 산적도 있었는데 별로였는지 안쓰다 보니 안보이네요 리뷰가 좋아 또 샀는데 비닐포장으로 로켓으로 잘 도착했고 급한마음에 포장온채로 훌러덩 입었는데 뭔가 이상해서 보니 잘못착용했네요 착용법 설명서대로 양쪽 어깨부분을 하나씩 끼워주고 가방매듯 훅 매면안되고 조심조심 맵니다 그리고 허리에 큰찍찍이를 붙이고 어깨끈붙여주면 끝! 사용후기 이거말고도 저번에 산게 있는데 이건 허리를 일자로 꽉 잡아주니까 더편하네요 예민한 맨살에는 아플거같고 옷위에 입어줘야할듯하네요 자세가 풀릴정도에 다시 고쳐잡고 아직까지는 좋아요 메쉬로 되어있지만 아무래도 아직은 살짝은 더워요 예전에 똥배잡아주는 밴드했을때의 느낌도 들면서 똥배잡고 허리펴주고 1석2조네요 ㅎ 1주일은 더착용해보고 더 올리겠습니다 내돈내산후기 입니다 ᙚᵐⁱᒻᵉ¨̮❤ 열심히 일해 번 소중한 돈으로 쿠팡에서 거의 모든걸 구매하는 사람으로 저도 다른 리뷰어님들의 도움얻어 구매하듯이 쇼핑에 도움이 되고자 시간내어 쓰는 개인적인 리뷰입니다 도움이 되면 ""도움이 돼요""를 클릭해주세요~ (●'ᴗ'●)ﾉ♥ 이글을 읽어주신분 건강하고 행복하십시요❤ 또 ""도움이 돼요""누르신분은 건강하고 즐겁고 행복하길 바랍니다 ❤"
자세밴드,모든게 자세문제라고 여겨져서 사서 어깨 쫙 피고 있어요 어깨 좁아보이는거 싫어서 샀고 헬스장 다니면서 운동하면서도 착용해보고 있어요
자세밴드,"✅ 구매 동기 육아하다보니 안그래도 굽은 허리 점점 더 심해지는 것같아 안되겠다 싶어 제대로 된 교정 밴드를 하나 찾다가 후기가 좋아 구매하게 됐어요. ✅ 사용 후기 ✔ 착용 후 어깨&middot;등이 자연스럽게 펴져요 처음에는 살짝 낯설었지만 밴드를 착용하고 활동하니 어깨가 &lsquo;쫙&rsquo; 펴지는 느낌이 들고, 등받이에 기대도 어깨가 뒤로 쳐지지 않아 자세가 한결 가벼워졌어요. ✔ 오랜 시간 착용해도 부담 적음 메시 원단과 적당한 밴드 압박 덕분에 하루 종일 착용해도 답답함이 덜했고, 작업 중간중간 자세 신경 쓰는 횟수가 확 줄었어요. ✔ 남녀공용 + S 사이즈라 핏 맞춤 가능 체형이 작은 편이라 S 사이즈로 착용했더니 흘러내리거나 꽉 끼는 느낌 없이 자연스럽게 맞아서 만족도가 높았어요."
선크림,매일 사용하는 선크림이라 여러모로 비교하고 사는데 이거는 평도 좋고 들어있는 성분도 좋아서 구매했어요. 선크림 가끔 바르면 따끔거리는데 이거는 그렇지 않아 좋네요 눈 시림도 없어서 눈물도 안맺히고요~ 가장 마음에 드는거는 선크림 바르고 화장하는데 이거는 그냥 로션처럼 발려서 화장 뜨거나 두꺼워보이지 않아 마음에 들어요. 끊적거리거나 답답하지 않아서 편하게 바를수 있네요~
선크림,발림성하나좋고 나머지는다별로예요 ㅡㅡ
선크림,보통 선크림은 차단지수가 높을수록 뻑뻑하다는 생각을 합니다. 저는 그 점이 별로지만 어쩔 수 없다 생각하고 사용했어요. 이 제품은 아주 묽은 로션타입입니다. 설명에 적힌대로 5회 이상 흔들어 사용합니다. 흔들면 안에 구슬이 움직이면서 딸깍딸깍 소리가 나면서 가라앉은 입자들이 더 잘 섞이게 도와주는 것 같아요. 손에 짜내어보니 흐르는 타입이고 얼굴에 부드럽게 펴바를 수 있어요. 받자마자 오늘 처음 사용해보니 자극이 없어요. 다바른 후에도 끈적임이 별로 없어요. 최근 코스트코에서 유명브랜드의 톤업선크림을 사서 사용한지 한달 정도 되어가는데 자꾸 얼굴이 가렵더라구요. 아무래도 피지오겔로 갈아타야할 것 같아요. 생각보다 작은 사이즈에 놀랐지만 잘 사용할게요. 30미리보다는 훨씬 많아서 얼굴 말고도 여러부위에 데일리로 펴바르기 좋네요. 배송은 빠른데 케이스가 깨져 왔어요. 그럴 수도 있다고 생각합니다. 따로 밀봉처리는 되어있지 않지만 첫 개봉에 뚜껑에 묻어나오진 않았기 때문에 그러려니 합니다. 이런 점 괜찮으신 분들께 추천합니다~~
선크림,썬크림은 항상 바르는데 오랜만에 맘에드는 썬크림 찾았네요! 얼굴에 백탁 현상이나 밀림 현상들 때문에 맞는 썬크림 찾는게 쉬운게 아니였는데 시슨드시 선크림은 바르고 나면 촉촉하게 흡수되면서 얼굴도 환해지는게 너무 맘에 들어요! 복합성 피부라 촉촉하지만 기름지지 않은 걸 좋아하는데 시슨드시 선크림이 딱 제가 원하는 데로 촉촉한데 기름지지 않은 쫀쫀한 느낌이 들어서 만족스러워요~! 손등 사진 오른쪽처럼 바르고 난 후 밀림 현상도 없고 로션처럼 발리니 선크림 바른 후 화장 할 때도 좋네요 그리고 너무 꾸덕한 제품은 얼굴 전체에 펴 바르기가 힘든 경우가 있는데 시슨드시 선크림은 로션 제형이라 흡수력도 빨라서 적은 양으로 넓게 바를 수 있는것도 좋네요. 앞으로는 이 제품만 써야겠습니다~!
선크림,피부타입 : 건성 촉촉까진 아니지만 건조하지않구요 백탁도 딱 자연스러운 정도로 심하지 않아요 트러블은 없습니당 당분간 정착템
선크림,아..바르고 하루종일 눈이 아파서 알르레기인 줄 알고 안과 다녀왔어요ㅠ 이거 바른 날만 눈물 주르르ㅠ 냄새도 없고 발림성도 좋은데 왜... 민감한 내 눈ㅠ
선크림,아이들과 함께 로션처럼 쓸 수 있는 썬크림을 찾다가 발견~~케이스 각지고 이뻐요~~ 노란색도 이쁘구요. 이 브랜드는 워낙 유명해서 아이들과 사용해도 좋을 것 같았어요. 아이들도 별 거뷰감 없이 잘 바르더라구요. 스틱형도 써봤는데 꼼꼼하게 발리지 않는 느낌이라ㅠㅠ 바르는 형태가 가장 나은 것 같아요. 아이들거 내꺼 따로 쓰려니 돈도 돈인데 아이들것만 따로 사서 사용하기에는 번거로웠거든요! 제형은 엄청 묽어서 로션과 스킨의 중간 정도였어요. 향도 나쁘지 않았구요. 단지 번들거림이 심해서 얼굴에 기름이 잔뜩 낀.것 같은 .. 느낌이 들더라구요ㅠㅠ 가끔 얼굴에 바르면 눈이 따가운 것도 있던데 이건 그렇지 않아서 좋았어요. 저는 얼굴이 건조한 편이라 너무 매트한건 또 바르면 얼굴이 당기는 느낌때문에 좀 힘든데 이건 당기는 정도는 아니였답니다. 묽어서 좀 헤프게 사용하긴 하겠지만 그래도 아주 나쁘지는 않아요~ 몇 번 더 사용해보고 후기를 더 남겨보도록 할게요^^
자세밴드,"배쪽이 자꾸 풀림. 앉으면 촥 터짐. 내 배가 문젠가? 하고 힘주고 앉아도 촥 터짐. 날씬한 동생 해보라 줬음. 걔도 터짐. 휴 내가 뚱땡이가 아니라 다행이다, 생각하면서도 괘씸함."
자세밴드,정직한 닥터 약국 입점 바른자세 밴드 어깨 숄더 남녀공용 M 솔직하게 적어보면 처음엔 이런 밴드가 얼마나 다르겠어 싶었어요 워낙 앉아서 일하는 시간이 길다 보니 어깨가 점점 앞으로 말리고 사진 찍히면 등이 굽어 보이더라고요 그래서 반신반의하면서 착용해봤습니다 처음 착용할 때는 끈 위치 맞추는 게 조금 헷갈렸는데 한 번 맞춰두니 다음부터는 금방 착용 가능했어요 입고 나서 바로 확 펴진다 이런 느낌보다는 어깨를 뒤로 살짝 당겨주면서 아~ 내가 지금 구부정했구나.. 하고 인지하게 해주는 느낌이에요 그래서 억지로 잡아당겨 아픈 타입은 아니라 오히려 일상생활하면서 쓰기 괜찮았습니다 저는 주로 집에서 컴퓨터 할 때 1~2시간 정도 착용하는데 벗고 나면 어깨가 조금은 가벼운 느낌이 들어요 대신 하루 종일 계속 차고 있으면 살짝 답답할 수는 있을 것 같아요 옷 안에 입으면 티도 거의 안 나서 잠깐 외출할 때도 부담 없었습니다 이거 하나로 자세가 완벽히 교정된다기보다는 흐트러질 때마다 다시 펴게 만드는 보조 도구 느낌이에요 꾸준히 습관 잡는 용도로는 충분히 만족스럽고 과하게 조이는 제품이 싫은 분들에겐 잘 맞을 것 같습니다 아들은 몆번 차보더니 불편하고 거의 효과 없다고 하긴하는데 저는 올바르게 착용하니 자세가 점점 더 좋아지고 몸이 편함을 느껴져 만족하며 사용 중에 있어요~~ 계속 착용할지 모르나 만족합니다~ 만족한 구매하세요
자세밴드,"복식호흡 연습을 할 일이 있는데 늘 구부정한 어깨와 가슴 때문에 구매했어요! 처음에는 사이즈를 교환해야하나 싶었는데 오늘 배송받고 착용한바로 m이 딱 맞네요 ㅎ 착용후기는 자연스럽게 어깨가 펴지면서 말려있던 어깨가 확실히 뒤로 당겨주면서 교정이 되는 느낌이에요 허리부분까지 지지해주는 구조라 상체 전체가 안정적으로 잡히는 편이고 오래 앉아 있는 날, 자세가 무너짐을 인지할때마다 교정 역할을 확실히 해줘서 도움되요 처음 착용하실 땐 압박감이 꽤 있어서 2시간 이상 착용하면 조금 답답함을 느낄 수 있을 것 같아요 저는 착용한채로 누워서 휴식을 시도해봤지만 역시나 실패입니다 ㅎ 물론 오늘 하루 착용한 후기를 남기고 있지만 꾸준히 착용해보려구요 바른자세에서 바른 호흡을 쓸 수 있으니까요! 그럼 저는 내일도 외출시에 착용하고 나가보겠습니다!"
선크림,아주 만족하면서 잘 쓰고 있어요~ 언니랑 좋다고 제껄 가져가버려서 재구매했어요 미끌거림도 없고 흡수도 잘되요! 하애지는게 없어서 너무 만족~ 꾸준히 쓸려고요^^ 디자인도 너무 예뻐요~
선크림,"모 배우의 인마이백에 있는걸 보고 구매하고 잘 쓰다가 아무래도 바디전용이고 한여름이라 자주 바르다보니 금방 써서 또 재구매했어요 엄청 묽은 제형이라 주르륵 흘러서 잘 발라줘야하구요 엄청 촉촉하게 발려요! 향은 파우더리한 향이라 부담도 없고 대신 유기자차라,,호불호가 좀 있을듯해요 사실 전,,이번에 재구매하면서 유기자차라는걸 알았네요 ㅋㅋㅋ 그래서 늘 시간이 지나면 이 위에 무기자차 선크림을 덧발라요~~"
자세밴드,허리밴드가 자세 고정에 도움이 된다기에 사용하고있어요 허리가 펴지고 어깨도 펴지지 덜 피곤하고 좋네요 밴드 착용법도 간단하고 좋아요 배송도 빠르네요
자세밴드,"평소에 허리랑 어깨 통증 때문에 고민이 많았는데, 이 자세교정기를 사용하고 나서 많이 편안해졌습니다. 착용감도 딱딱하지 않고 편안해서 부담 없이 착용할 수 있었어요. 하루에 30분 정도만 사용해도 자세가 조금씩 잡히는 느낌이라 꾸준히 사용하면 효과가 있을 것 같아요. 조절도 쉽고 무겁지 않아서 편리합니다. 배송도 빨랐고 가격 대비 성능이 좋아서 만족합니다. 자세 때문에 고민하시는 분들께 추천드립니다!"
자세밴드,밴드가 탄탄하고 어깨를잘잡아주니 자연스럽고 자세가쫙 펴지네요 퀄리티 굿입니다 추천해요
선크림,"이거 바르면 세안할때는 클렌징워터나 클렌징폼으로 잘 지워줘야 합니다. 하얀 묽은 제형이고, 바르면 촉촉해요. 저희집은 청소년과 초등3이 씁니다. 아이들이 부담없이 잘 써요~"
자세밴드,"글쎄요. 이것이 맞는건가? 의문점 어께가 너무불편하고, 바른 자세가 도움이될까? 하는 의문 너무 불편해서 다시 한번 입어 보시고 수정 한번 해야할듯..."
선크림,얼마전에 여기서 로션을 구매했는데 성분도 순하고 촉촉해서 넘 맘에들더라구요^^ 그래서 이번에 선크림도 구매햇는데 향도 괜찮고 발림성도 좋아요 수시로 바를거라 백탁없는걸 찾았는데 딱 맘에 드네요
자세밴드,좋네요 재구매해용 !! 착용하지 않을 때와 비교하면 자세교정에 훨씬 도움이 됩니다. 색상도 블랙이랑 깔쌈하고 통풍이 잘되어 좋습니다. 어깨 진짜 많이 펴졌어요 ^ ^
자세밴드,"추천사이즈 표대로 본인 키, 체중 참고해서 4XL로 주문했습니다. 몸에 비해 크면 탄탄하게 몸을 지탱해주지 않을 것 같아 걱정했는데 직접 착용해보니 교정 목적에 맞는 아주 적절한 사이즈라고 생각되었습니다. 어릴 때부터 책상에 앉아있는 시간이 많다보니 자연스럽게 구부정한 자세가 자리 잡았고 항상 목, 허리 등에 불편함을 느꼈습니다. 자세가 잘못되었다는걸 인지하고 있으면서도 얼마못가 무너지는 자세에 어떻게 고칠 수 있을까 자주 고민했습니다. 그러던 중 이 제품을 구매해보았네요. 사용 권장 시간도 하루 2~3시간이기에 집에서만 사용하고있습니다. 착용하면 어느누구나 바른자세를 할 수 밖에 없습니다 ㅎㅎ 몸이 쫙 땡기고 펴지는 느낌을 받아 좋습니다. 시원하다는 느낌이 듭니다. 실제로 착용하는 방식은 번거롭지는 않으나 의자에 앉기 전 착용하는 행위 그 자체가 번거롭게 느껴지긴 합니다. 근데 누구든 한번 이 시원함을 느낀다면 고민없이 자주 챙겨입을거라 생각합니다. 아직 한달밖에 안돼 효과에 대해 말하기는 섣부르지만 착용하는 순간만큼은 몸이 펴지는 느낌이 체감되어 꾸준히 착용하다보면 변화도 기대해볼 수 있을 것 같습니다."
선크림,눈 안따갑고 백탁현상없고 좋은데 냄새는 살짝 제 취향은 아니에요 ㅠㅠㅎㅎㅎㅎ
자세밴드,허리목교정 차원에 구매했으나 막상 잘 쓰지않아 또 재놓네요ㅜㅜ
선크림,울딸이랑 같이 쓰려고 샀는데 제가 쓰니까 유분이 없네요 울딸은 좋데요 전40대 울딸은20대
선크림,정품이 아닌듯...... 택배박스안에 케이스없이 선크림이들어있네요ㅠ
자세밴드,굽은 어깨 때문에 자세교정밴드를 써보면 도움이될까 살짝 기대감 갖고 사봤는데ㅋ 결론은 대.만.족~~~ 이거 진짜 강추 해요... 가격도 이정도면 꽤 합리적인데 품질면에서 전혀 떨어지지않고 너무 좋은거 같아요ㅋ 착용하자마자 굽은 어깨가 싹 펴지길래 신기하더라고요^^ 저같은 고민가진 분 들께 혹시나 도움될까 후기 남겨요!
선크림,"쿠팡체험단 이벤트로 상품을 무료 제공받아 작성한 리뷰입니다. 성분 좋은 피지오겔에서 만든 썬로션이라 안심하고 사용하고 있어요. 얼굴과 바디 다 쓸 수 있는 타입으로 로션타입 보다는 워터 타입이 더 맞는 제형이라 온가족이 부담없이 다 쓰기 좋은 제형이에요. 보통 남자들이 로션, 크림도 유분감 많다고 답답해서 피하는 분들이 많은데 (우리집 남자들이 그렇습니다ㅠㅠ) 썬크림은 더 답답해서 도망가는 경우가 꽤 있거든요.. 근데 요 피지오겔 썬 로션은 흔들어 쓰는 워터타입 제형으로 바를땐 가볍게, 피부속은 촉촉히 잡아주는 제형이라 거부감이 없었어요. 미백과 주름 기능성이 들어 있어서 너무 어린 아이는 사용하면 안될 것 같아요. 저희 애는 좀 컸다고 같이 쓰겠다 해서 아침에 나가기 전 혼자 사용하는데 흔들어서 사용하는거라 애가 쓸 때마다 재미있어 하고, 주르륵 흐르는 제형이라 많이 나오면 어쩌나 했는데 입구가 작고 뾰족해서 애가 잘못 힘 줘도 너무 왈칵 나오지 않아 안심이더라구요. 썬 로션이라는 이름처럼 바르고 난 후 유분감이 거의 느껴지지 않아서 만족도가 높아요 보통 썬크림은 유분감이 겉돌아 번들거려 보이거나 화장이 뜨는 대참사가 일어나는데 싹 들어가고 말아서 덧바르거나 많이 발라도 걱정이 없네요. 백탁이 안느껴져서 마구마구 빠르게 되요ㅎㅎ 용량이 100ml나 되서 부담없이 듬뿍듬뿍 바르는 중이에요. 역시 화장품 잘 만드는 피지오겔이구나 감탄했어요. 끈적이지도 않는 썬크림을 찾는 분께 추천합니다."
