text,label
애하나 살릴라고 사람 여럿 잡는 재미도 없는 영화,0
그만해라 마이 무것다 아이가.. 뭐냐? 2월엔 닐스의 모험(1982년)을 개봉하지 않나? 이번엔 비밀이냐? 유물좀 적당히 캐~~참고로 닐스의 모험 애들도 지루해서 안 보더만~ 또봇이니 옥토넛이니 파워레인져니 타요니 보던애들이 닐스를 보겠냐고?,0
이따위 영화를 수입하는데 50억이나 쏟아붓다니..,0
아무리 싸구려지만 주인공도 싸구려로 생기고..OO..내 소중한 시간 손해배상 어디서 청구하나? 난생처음 평점을 매겨보네.. 느흐흐흐..극장에서 봤으면 자살할뻔.... 조빠하... ㅋㅋㅋㅋ,0
신화방송동완오빠가없어씁쓸하지만그래도재미있다♥♥,1
내가영화보고 1점준전이없었다 진심이건아니다,0
ㅋㅋㅋㅋㅋㅋㅋ아새벽에봐서평점줘야지,1
모든걸 넣을려다 보니 잡탕이 된 막판에 영화 반전이라면 반전이겠지만 너므 뜬금없지 않나요?ㅋ 그리고 늑대들도 인간을 먹는걸 금기한걸로 아는데 막판에 잡수시는걸 보니 급마무리한게 티남ㅋ 어설픈 콘스탄틴 버전,0
쓰레기영화다 이게 어떻게 10점이냐??,0
"주말마다 울고 또 웁니다.ㅠㅠ엄마의 끝없이 주는사랑 ,가족 5월에 딱 맞는 드라마!",1
교훈도 주고 정말 재미있게 본영화 만점주고싶다.. 추천,1
줄리아 로버츠의 앳된 모습은 신선 그 자체.,1
"로맨틱도 아니고, 코미디도 아니고, 중간에 나오고 싶었던 영화",0
재미있네요. 역시 론 하워드.,1
청춘이 이유가 될 수는 있겠지만...,0
이거보고김보라여덕됨..진짜이건다운받아서라도무조건봐야댐박지빈짱..,1
좀더 잘 만들수 있었을텐데.. 기운이 빠지는 느낌.,0
Babyface가 만든 최고의 OST가 빛나는 영화~~~,1
"달콤하고 평화로운 휴가같은 영화. 거창한 무언가를 담진 않았지만, 장면마다 느낄 수 있는따뜻함과 여유. 그거면 충분함",1
"몇번을 봐도 재밌다, 이건 진짜... 명작이다.",1
미션임파서블 정주행 하는데 1은 진짜 첩보 스릴러의 한 획을 그었는데 2는 ㄹㅇ 눈이 썪는줄 알았네 오우삼은 비둘기 성애자인가 보다,0
인간이라 하기엔 김일성 일가 족속들이 OOO기로 보인다 김일성 대가 끈겨야지 북한이 사람처럼 살거다,1
여러번 돌려볼수록 여운이 진하게 남는 영화인 듯..,1
"굿바이 로빈, you're always with me",1
SF 명작 중 하나입니다. 아직도 안본 분은 꼭 보세요.,1
밑에 님 핵심을 찌르셨어요ㅋㅋ 실험작이라고 생각하고 봐야됨.,0
이딴거 왜 만드는지 모르겟음 듕궈클래스..,0
진짜 무시무시한영화다!!!!!!!!!!!!!!!!!!!!,0
네이버 평점이 믿을만 하다.,0
주유소습격사건이후 최고의 코메디 영화입니다 정말 재밌게봤습니다 ^^,1
다시봐도 너무너무 좋네요..시라노 연극을 보고 싶은 마음이 굴뚝같이 드는 작품,1
진짜 무슨 마피아도 아니고 낮에서 순식간에 밤이되지 않나.. 아무리 저예산 영화라고 해도 좀더 짜임새 있게 했으면 괜찮았을 텐데 무슨 생각을 가지고 만들었는지 모르겠다. 스토리라도 제대로 잡던가 바로DVD로 나왔어도 개망했듯. 차라리 AV를 찍지.,0
이거 어릴때 걍 야한영화인줄 알고 엑기스만 봤었는데 지금 와서 보니까 완전 재밌네 그리고 결말까지 좋고,1
게살줬더니 게맛살이 더 맛있다며..;;,1
멘탈리스트감독이네이시네요그냥멘탈리스트드라마감독하세요영화로빠지지마시고,0
일베충좀 꺼져라 이 쓰레기 집단소야,0
정말 환상이죠. 0점이 없는게 아쉬워요.,0
노잼진짜이걸왜봐야하는지모르겟다우리아이도재미없다던데,0
전지 전능하신 소유진~ 그녀에게 더 큰 능력을 주십시요 작가님 ㅋㅋㅋㅋ,0
먼저 공격하고 피해자 코스프레 ㅋㅋㅋ,0
이건 해도해도 너무 재미없다,0
잼있굿구숙수굿굿굿구숙수소곳곳호옷옷오,1
송중기와 문채원이 오랜시간 기억될 드라마..,1
1점도 많이준겁니다. 재미도 없고 감동도 없고 연기도 어색하고,0
빅뱅!!안티들 상관 말고!1VIP는 영원한 빅뱅의 VIP니깐!!!상관말고 활동 열시미!ㅎㅎ,1
문도 ! 자기이름 많이말한다! 안그러면 까먹는다! 저번에도 까먹었다!,1
그림은 참 귀엽지만 내용은 너무 부실했다.,0
오 간만에 잼있게봤네요 이슬람만 욕할게 아니네요 미국 참...,1
진짜지금시대에봐도 너무 재밌다. ㅋㅋ,1
다시봐도 정말 좋더군요...특히 음악이...ㅋ,1
사드. 가까운 예를 들자면 백가흠과 같은 맥락의 충격.,1
재미도없구 감동도없어 요즘영화들다똑같아 아아아,0
싸구려 막장 드라마만 내보내면서 시청료는더 받고싶다...? 대한민국 국민을 봉으로 생각하나?? kbs 에서 당최 국민위한 방송이 있었던가?? 납득 할수없네.당당히 시청료 올리겠다 큰소리 치는 그 자신감은 어디서 나오는 건지.넘 뻔뻔한거아닌가?,0
"인투더스톰 나온다는 정보듣고 부랴부랴 만들기 시작한거같다. 아니, 어쩌면 상대적 우월성을 가지려는 인투더스톰의 수작일지도.",0
이 시대의 자화상... 꼭 한번 보고 싶네요,1
an48_이 땅에 사는 우리가 왜 감사하며 살아야 하는지를 재인식_마음을 누르는 짐을 벗어야 결과에 관계없이 비로소 자유해질 수 있다_소외되고 가난하며 병든 다수에 대해서 풍족한(?) 소수는 책임감을 가져야 한다_행복이란 나누고 배려하며 공생하는 것!,1
ㅋㅋㅋㅋ내위에 모니터 불태우고 싶다는 ㅋㅋㅋㅋㅋㅋ 빵터졌네..,0
"딱히 찝어낼수 있는 감동의 형태는 없지만, 삶의 모습과 방향은 참 여러가지라는 생각. 사랑의 모습과 방법은 각양각색이고, 변한다해서 사랑이 아니었던 건 아니다. 연출도 연기도 좋고, 흥미롭게 집중한 영화.",1
흠...관객들 가지고 노는건가? 상영도 안하는데..,0
"연기,대본,오에스티까지 굳인 드라마..엔딩이 좀아쉬웟지만 여운이 정말많이 남는 드라마.과거만 회상하면 마음쓰라려서 진짜많이울엇는데ㅜ",1
전편에 만족해야 했다. 싱거운 스토리와 결말은 ....그만,0
전혀 예상하지 못한 줄거리입니다ㅋㅋㅋㅋ 꽤 재밌게 봤네요,1
2012년 작품?? 연기... 연출... 내용... 뭐이랴...,0
웨슬리도 이제는 3류배우가 된건가 ...,0
"무겁지 않은 동성애, 훈훈하네요",1
브랜던리.. 쩐다 라는 말만나옴,1
진짜진심으로더럽게재미없음 돈시간버리고 보너스로오글거림에짜증 개유치하기까지 올해들어최악의영화 별1개도아까운쓰레기,0
엄청지루....그냥 그저 그렇게 흘러가다 끝나네요,0
어렵고 힘들다.. 하지만 아름답다,1
개인적으로 내 인생의 최악의 영화 Worst 5,0
에로티시즘과 포르노 사이 어딘가에 있는 여느 정통 멜로.,0
솔직히 야만적인 연출과 스토리로 충격주는 자극적인 영화일뿐...,0
"웃고싶을때,심심할때,마틴로렌스가 보고시플때 보면 딱!!",1
부시. 넌 냄새나고 역겹고 추악한 만인의 쓰레기일 뿐이다.,1
음....뭔가...만들어지다가 만거같은데..,0
마르셀 할아버지와 그 친구들이 만드는 멋진 기적이 펼쳐지는 체리나무열매같은 아름다운영화!,1
짐캐리 영화 치곤 웃기지 않았다,0
70년대 영화라는게 믿겨지지 않음재밌어요 내가 중학교때 케이블에서 봤음,1
현실과 괴리가 크니 까이는거지. 이 영화에선 학생이 임신하니 학교에서 축하해주고 부모도 결국 인정해주고 뭐 이러지? 현실은 미혼모되서 인생 망하는거야. 애들한테 그릇된 인식 심어주기엔 딱 좋은 영화,0
몸만 어른인 청춘들의 객기만을 보는듯.... 평점이 넘 높네,0
난 이만화 본적이없다... 단지 10점을 내리고싶어서 낮은점수를 줄뿐....,0
기대안하고봤지만 무거우면서도 재밌는 소재거리,1
언제 한 번 찾아서 봐야 될 텐데 말이죠,1
"다 제껴놓고 한 가지만 말하고 싶다, 무도회에서 말한마리 들어왔다고 포우와 같이있던 애인이 너무 쉽게 납치된다는 설정이 아무리 이해할라고 해도 이해가 되질 않는다.",0
벤스틸러와 빈스본은 왓치에서도 함께 호흡을 맞춘 적이 있죠。은근히 쿵짝이 잘맞는 것 같습니다~십 여년은 된 영화지만、깜짝 등장하는 까메오 배우들의 출연은 보는 재미를 더하네요。강력추천 합니다！！,1
애들이어려서 무서워하고 지루했어요,0
그냥 그런 멜로 개인적으로 코믹멜로를 좋아해서 평점은 좀 준다,0
롤랑 조페 인생의 영화가 될 듯.,1
이거 시험기간때 본영화 공부안한 보람이잇는영화다,1
야밤에 혼자서 불끄고 보세요. 소름돋네요.,1
전생으로 엮지 말고 좀더 현실성 있게 연결된다면 더 좋았을 거라 생각된다. 나도 모르게 빠져버리는 힘이 있는 영화.... 음악 영상 연기력 구도 너무 미치도록 아름답다. 최근 본 영화중 최고!,1
연기력은 기본인데.. 주제가 아무리 좋아도 연기가 안되면..,0
주온1편도 상당히 신선한 충격이었는데 링보다 평점이 이리도 떨어질줄이야.. 둘다 일본공포 명작으로 비슷하다보는데.. 10점줘서 올려줘야지,1
왜 초토화시키는지 모를 이상한영화 초반에 죽이던가ㅋㅋ,0
억지스러운 스토리에 인물따로 배경따로 노는 c.g 오마이갓~,0
친구가 재미있다길래 봤는데..그냥 그저그런 뻔한 막장 인소느낌. 안보는걸 추천한다 내가 봐왔던 멜로중 가장 별로였다0점이없어 1점,0
"감정표현의 섬세함이 돋보인다. 심리,폭력,섹스,마초의 집합? (이젠 무슨낙으로...)",1
내평점솔직히 노래만큼은 별 10개 주고 싶다. 한스짐머께 젤좋아.나머진 그냥 0점주고 싶음,1
무지개여인 찾는 지루한 여정.. ㅠㅠㅠ,0
너무 너무 재미있어서 잊을수가 없네용.슈퍼배드 영화 제작진들님 영화가 너무너무 재미있어요.,1
미묘..웃긴것같으면서 안웃기고 전개도 지루하고..주제는 너무 좋으나 여자 주인공 매력 없고..그치만 남주랑 안나패리스땜에 봣다,0
감동적인 영화^^ 배우의 연기가 돋보이는 영화,1
투박한화질.낯선중국거리.도시의학생과 시골 청년.그리고자전거.,1
사회적 문제의식과 스토리의 잔잔함이 잘 조화를 이룬 영화같네요ㅎ.주제가도 귀에 감기네요^^,1
개노잼 개쓰렉 영화입니다 너무지겹지만 결말이 궁금해서 끝까지 봤지만 시간남아돌아도 안보는걸 추천합니다 ㅠㅠ 내시간 ㅠㅠ,0
베스트댓글 로페즈(bk10****)님 말도 맞지만.. 입장바꿔서 태평양과 인도차이나에서 죽어간 일본군병사들도 일본군국주의자 희생자였고 힘없는약자 우리와 똑같은 인간으로 묘사할 수 있나요?? 일본군국주의를 지탱한 것은 누구도 아닌 일본국민들이죠.,1
팬픽 같은 느낌. 만화책으로는 봤지만 애니로는 많이 못봐서.. 2배속으로 돌려봤는데도 지겹더라.,0
문틈사이로 여자의 통곡소리가 먹먹~!!! 기억은 가물가물10여년전에 봐서 ^^;;,1
치정극의 비극에 걸리고 나자빠진 우디 앨런,0
영화 맞습니까? 반에들이랑같이보다 요절할뻔ㅡㅡ마지막에 원기옥쓰는거보고 박수쳤다.,0
말도안되는 깡패영화좀 이제 그만합시다,0
"원시분장한 그들은,마치 티라노의 발톱을 보고있는듯한 착각을 일으켰다...",0
1점도아깝다 0.5점은없나심사위원자기들이말하기를아무리 연습때잘해도 실전(무대)에서 못하면 꽝이라햇는데 무대에선 불안정해도 그땐 또 이야기가달라짐가능성을보고뽑겠습니다. 장난치는건가?,0
역시 링은 일본판이 진리였구만.,0
우리나라애니의 현실을 보는것 같다.ㅜㅜ,0
갑자기 하류가 주다해안고 차에 치이질않나 원래의 주다해였음 깨어나서 바로 도망가려고 했어야하는데 하류한테가서 미안하다고 울지를 않나 직접적으로 치인건 하류인데 주다해가 뒤지질않나 참 마지막회 엉망임. 지금까지 본 보람이 없음.,0
"한국애로영화가 나아가야할, 지향해야할 스토리, 캐스팅",1
여기 나온 금발 스트립퍼 언니가 너무 예뻤던...,1
원숭이가 너무 귀여워서 10점,1
진짜 최악이다... 존나 재미없네;;;;,0
겁나 재밌는데 평점이 왜 이모양이지..옥수수때문에 그런가? 아무튼 스토리좋았고 리암니슨 특유의 액션 잘봤습니다!,1
공짜로 주어지는 것은 아무 것도 없다.,1
이런 영화를 10점안주면 어떤게 10점일까요마지막 브루스 형님의 눈물은 잊을수가없네요..,1
지나치게 자극적으로 만든 인권영화라 별다른 감정을 느낄수가 없다.,0
긴머리 박신양은 봐줄 수가 없다. 영화도 최악.,0
전쟁은 참 무서워요. ㅠㅠ;;,1
별점주기도 아까워 참나 이것도 영화?,0
미달이 맹승지 서로 자랑하는건가?,1
네덜란드 장혁의 풍차돌리기! 전혜진(-1),0
13구역하고 비교가 된다고 생각하냐?,0
그냥 TV드라마 단막극용 정도,0
원래는 200분짜리 영화가 아닐까 할정도로 초반부만 반짝하고 막장전개로 급마무리,0
이영화가 얼마나 인기있었던지 이노래주제가가 지금은 공군 군가 ㅋㅋㅋ 빨간마후라는~하늘의사나이~,1
이거만든사람은 만들면서 뭔생각을한거지?,0
색다른 사랑 이야기를 무겁지 않게,1
"아...저렇게 좋은 배우들을 이렇게 밖에 못쓰다니,,, 삼류영화라고 하는 것도 이해가 간다...",0
디워 2 나온다는 소리 듣고 참 재밌었다,0
주인공 인물 참..맘에 안들고 남편 욜라 불쌍하네,0
비디오 용으로도 아까운 4류영화,0
공포 코미디 영화 보다가 웃기는 처음이다 이 새벽에,0
출연하는 여배우들이 상당히 이쁘네요 ^^ 소재는 흔하지만 완성도가 높아 마치 드라마 한 회를 본 것마냥 몰입도가 아주 강했습니다 이 영화는 속편부터 본격적인 시작이 되지 않을까 생각되는군요,1
리얼 내가 저상황이라면.. 이란 상상에 휩싸이면서 끝까지 집중한 영화,1
감독 해바라기 찍고 이후 작품보니 여기에 일생의 모든 재능을 쏟아부은 것 같다 `태식이형은 나가있어 OOO 싫으면'이란 명대사는 한국느와르의 오랜 명대사가 되었다,1
가끔 오글거리고 거슬리는 연기 빼고는 훌륭한 드라마. 정말 흠뻑 빠져서 봤다.,1
"결말이 뭐랄까,,,참....음.,...황당하네요",0
경기가 끝나고 소름이 끼치네요...,1
오랜만에 좋은영화 보네요..^^,1
괜히 평점이 9점대가 아니다,1
나중에 TV로 방영됬으면좋겠다.,1
오늘부로 안 본다.... 앞으로 MBC 자체 드라마 안봄장난치고 있네 진짜,0
영화가 끝난후 좋은생각을 많이 하게되는 영화,1
킬리언 머피라는 배우를 다시보게 해준 영화. 그 전 까진 그저 전형적인 미남도 아닌데 독특한 매력 있는 배우. 그 정도 느낌 뿐이였는데 말이죠..,1
"오랫만에 시간나서 영화하나 봤는데, 재미없는건 둘째 치고 시간버린것에 화가막 나는군요.",0
"네이버 평점보고 기대하고봤지만 대실망.재미,감동,교훈,볼거리 아무것도 없었던 영화",0
김선경과 그의 주제가가 기억에 남은 드라마,1
택시기사 담배값 달라던 친구는 왜 나온지 모르겠고 마지막에 여자 왜죽은지 모르겠고,0
내용이 좀 무겁긴 하지만 괜찮았는데..ost는 정말 좋더라!!,1
골때리게 재밌는 로드리게스표 영화,1
차라리 한국판 실사판이 걸작이다!,0
졸라 재미없을것 같아서 보다가 포기했는데 내선택이 좋았군,0
아련하구나....쥰세이의 독백과 어우러진 ost는 가히 아름다웠다..,1
사실 영화자체의 재미는 별로였지만 영화가 주는 의미를 모든사람들이 알았으면 합니다... 대한민국을 지켜주셔서 정말 감사합니다,1
"쓰리데이즈 작가님, 출연진, 제작진. 모두모두 감사합니다. 간만에, 여러가지 생각할 수 있는 괜찮은 드라마를 봅니다",1
멋진 그래픽속 똥망 스토리.,0
별내용도없고 나나 세계미모2위는무슨 맨날우려먹음빨리이거 끝났으면좋겠음 그리고 백현이상형그거뭐냐진짜예고편만들꺼면 똑바로만들던가 시청자들을무슨 바보로아나?그리고 욕하는거 다내보내냐 팬들떨어지라고?그리고 홍수현인가?뭔가 걍나댐,0
평점에 속지 마세요....첨부터 지루해서 죽는줄....뭐가 재밌단건지...,0
전작보다 더 억지스러워진 상황 때문에 그저 헛웃음만.,0
"보고 웃다가 진지하게 보고, 어쨋든 왜이리 재밌었을까.",1
바보들은 좀 이거 보고서 깨달아라.,1
"이영화는 그저 스포츠, 재미로 다가갈것이아니라 내포하고있는의미가 무엇인지 생각해보았으면 좋겠다너무 좋은영화. 넬슨만델라 대통령의 신념은 기억될것이다",1
내용은 단순하고 재미도 없고 그냥 몸매 조금 보여주는게 다임,0
원작을 먼저 읽어서 그런지 모르겠지만 엄청 재미없게봤다;;;그래도 로건레먼은 잘생겼네,0
전도연이 학생느낌보단 너무 어른처럼 연기해서 그런가 영화의 몰입도가 참....아마 전도연 특유의 그 목소리를 역할에 따라서는 좀 고칠필요가 있다고 봄,0
"모든 걸 갖춘 홈 코믹 소동극, 이런 가족이라면 하루하루가 무지하게 유쾌할 것 같다",1
어릴 때 케이블에서 봤는데 정말 감동적이었어요,1
주연배우들은 좀 낮설지만 완전대박이네요..레이싱종류영화거의많이봤는데 다들 아슬아슬어마어마..가슴후련..저도여자치곤 질주를즐기는편이라..ㅋㅋㅋ,1
치밀하지 못하고 억지스럽게 흘러가는 후반부가 아쉽다,0
진짜 잼있게 봤는데.. 보면서 심장 떨리고..긴장감 넘치고 액션도 좋고.. 괴물 cg도 사실적임.,1
좀 막장으로 치닫는 스토리다 여배우의 삭발투혼과1인2역은 돋보이긴했다,0
아...진짜...연기를 똥X멍으로 하나...이건 정말 인간적으로 해도해도 너무하네...배우 한명연기 때문에 도저히 거슬려서...보다가 때려치운... 영화는 내 인생에 이게 처음이자 마지막일 듯...,0
한편의 동화를 읽은 기분.. 하지만 현실과의 괴리감이 느껴져서 슬픔..,1
바람난 가족을 만들었던 감독이 어쩌다 이 지경까지,0
이야기 전개가 지루해서 결말에 대한 궁금증조차 안 생기는군,0
한국인이라면 심장이 뛸수밖에없는 그런 느낀점이 많은 그런영화 ♥,1
"배우들연기좋은데,, 구성 연출력 특수효과 모두 엉망진창의 졸작",0
와 뭐 이딴 영화가 다 있냐 이건 분리수거도 못함;;,0
구혜선땜에봤다가이것땜에 이산안본걸후회하고 태왕사신기1회 안본걸 너무 후회한다,0
만점! 소름 ㄷㄷㄷ 이런영화는 처음이다,1
이런저런 사회적의미를 찾지않아도 충분히 재미있다,1
총을잡나 카드를잡나 정말 잘어울리는 주윤발의 매력 ~~~~~~,1
전등불이닳아서어둑어둑해지는느낌의삶이었다.,1
솔직히 말해서 쩔었다.. 처음부터 끝까지 어디로 튈지 모르는 이야기 그리고 열린 마무리...ㅋㅋ,1
이질적인 비현실감 가득한 슬픔도 잘 다가오게하는 매력의 발견,1
"영화내용은 별루고, 앳된모습의 배우들만 보인다.",0
"뭔 말이 필요한가 아는사람은 써라 엘 프사이 콩그루모르는 사람은 빠염, 오덕? ㅎㅎ 뭘알고하는소리냐 이건 니가생각하는 그런 애니 오타쿠가 즐기는 그런만화가아니다, 그렇기도 해보이지만 그건 오류다뭘 좀 알고 ,그때 말하자 미래에서 기다리마ㅋ",1
‘장 르노’ ‘히로스에 료코’의 기대감에 ‘제라르 크라브지크’ 구멍은 미처 확인하지 못했다.,0
내 동생은 재밌다는데 나는 모르겠음..,0
왕모림 왠 대만배우가 이런 다큐영화에까지 등장하는거지?,1
뭔 쓰레기같네 애새끼들 ucc급,0
결말이 찝찝한 건 맞음. 근데 그 전까지 존과 사바나와 러브신들이 너무나 예쁨. 1점 주긴 싫어.,0
최악..과도한 반전을요구했네 하긴 08년도쯤이면 반전반전거리면서 유행타던때니깐,0
1점도 아깝다. 예산 낭비하며 이딴 쓰레기를 만드는 감독의 멘탈이 궁금하다..,0
꿀잠보증수면제. 피곤한데 잠이 안올때 꼭 사용하세요 ^^,0
영화관에서 봤다면 졸았을 듯.,0
대단하다는 말밖에..너무 잘만들었다,1
멍청하게도 극장에서 봤었다..당최 무슨 내용이었지??,0
고등학교 영화 동아리에서 만들어도 이것보단 나을듯...2014년 이 아니라 1990년도 작품같아요.,0
대단할것 처럼 보인 보스가 너무 시시하게 죽는다,0
미유키역의 여배우빼고는 전부 진부하고 남자주인공 보다 그냥 짜증이 나버리네요..결국 영화가 더욱 싫어짐,0
"모든 여자는 사랑을 원한다지만,,,내 도덕 관점에선 이해 불가,,,",0
장난없다 꼭봐라 아저씨타령하지말고,1
결말이 너무 파격적이었다...중년남성들의 꿈,1
잔잔하니 그림두 이쁘고 지루함 없이 정말 갠찬은 영화~ 여성들 강추,1
강수연의 연기는 이때가 정점.. 그후로는 계속 하강세..,1
장 끌로드 반담 팬들에게조차 비난받을 작품.,0
하도 어이없어서 로그인해서 평 남겨봅니다 (한마디로 쓰레기통으로 버리고픈 영화) 도대체 10점 준사람들은 영화 내용과는 상관없는건지 의문스럽네요... 혹은 알바??? 여튼 내 의견은 리뷰보고 영화 보려했던분은 혹은 다운받았던 분들은 그냥 휴지통으로..,0
TV로 봤지만 정말 감동적인 영화 오랜만에 감동,1
"예상은 했으나, 시간때우기로도 아까운 영화 .",0
아주 재미있오ㅛ름 공리 최고,1
그닥 무섭지도 않고... 추천하진않네요,0
진심 여주빼고 빡쳐서 볼때마다 암걸릴것같다. 그리고 6회에선가 여주가 조은차에의해 강제하차선언할때 얽히고섥혀있는 남자들의세상에 질려버렸다는말 정말공감한다. 연줄로 빌어먹고사는 남자라는 존재들은 정말 야비하고더러움그자체.작가의 촌철살인 글에대한 박수를,1
제이콥 너무 좋다 >< 재미있다,1
OOO 초딩때 엄마한테 이 비디오 빌려오라고 하는게 아니었어,0
원작 따라갈려다가 원작까지 욕먹이는 영화. 걍 0점,0
나루토 극장판 중 최악 중에 악중에 악중에 악!,0
10점도 줄수있을정도로 갠찬았는데 레즈땜에 9점드림,1
17세 꽃다운 나이로 저 세상에 간 리치를 추모하며..,1
도라에몽은 나의 분신 너무 재밌다.,1
영화내용도별로였고 긴장감도없었지만 걍 봤다 정말정말정말할일없는 잉여아니면 보지마세요 근데 솔직히 이별점은 아닌거같아서 낮추기위해 1점,0
당신이 아직 이 영화를 보지 않았다면 당신은 아직 살아야할 그 이유 한가지를 간직하고 있는 것이다.,1
재미읍더라. 기억나는건 여주인공의 나이에 맞지않는 목소리?,0
이게 대체 왜 8점대인지 이해할 수 없음.,0
황당할정도로 퀄리티가 좋지만 사랑할만한 캐릭터가 없다는 것이 가장 큰 문제이다. 모든 영화는 아닌척하지만 다 우리 자신에 대한 위로이다. 조범진 감독은 그걸 몰랐던거 같다.,0
뭐야...뭔말인지 알겠는데 그 메세지가 전혀 와닿지않고 주인공은 어수선하고 과장되고... 크리스찬연기야 최고지만 그게 다가 아님ㅡㅡ평점 낚였네,0
감동....또 감동 잔잔한게 마음에 울리는 영화,1
이제까지 본 영화중 최악의 영화로 손색이 없다.,0
볼만하지만 영화가 왜 영화인가? 너무 현실성을 부각시킨 것이 안타깝다,1
쌍팔년도 드라마를 보는듯했던 졸작,0
진짜 tv 전기세가 아까웠다!!,0
생각보다 정말 괜찮은 영화네요. 소재도 독특하고 소소한 재미와 따뜻하고 감동적인 영화. 훈훈한 영화네요ㅋㅋ,1
영화 은은하고 느낌 좋네~ 그나저나 제목 번역해놓은 꼬락서니하고는 ㅉㅉ,1
모니카벨루치 여도 용서가안될라해 ㅠ 내 시간..,0
난 내가 운명을 믿는줄알았는데 아닌가봄 ㅡㅡ 말이되냐 잠깐 마주친게 몇년동안 만난 애인들 버리고 서로 찾아나서고 또만나진다는게 ㅋㅋ책이며 돈이며 무슨판타지인줄ㅋㅋㅋ 최악의영화 ㅠㅠ,0
퀸의 음악과 어울려지는 불사신의 아픔과 희망.,1
생존하기 위해 맞닥뜨려야 하는 불편하고 냉혹한 진실. 느리지만 흡입력있는 스릴러. 매우 춥고 차가우며 상처입은 지금.병아리들은 초라하지만 따뜻한 음악을 들으며 자라나갈 것이다.,1
정말 꼭 봐야하는영화입니다~~!!!!최고!!,1
하아...... 정말이지 욕 나올정도로 짜증나는 주인공 캐릭......,0
"이상하게 천정명 주는것없이 밉상이었는데,군대 잘 갔다오고 난 이후에,좋아짐.그리 군대 갔다올것처럼,설레발을 치더만,결국 군대 안가려고,도망간,스티봉 유는 요즘 뭘하지?종교나 신념때문에 거부한 양심적병역거부자들 사이에서,밥잘먹고,똥잘싸서그저 신기할 따름",0
캐스퍼와왠디때의귀엽고특이한목소리가그대로네요~넘넘넘좋았고더많은활동부탁해요★,1
영화자체도 재미가있고 반전도좋았다 무엇보다 안재욱씨가 너무 멋있었다ㅋ,1
나쁘진 않네요 ㅋ 그냥 그럭저럭 볼만한,1
최악의영화 후회하고싶으면 강추,0
죽기 직전에 자동응답기 들어서 무슨일있었냐는듯이 서로 안죽이고 끝나면어땠을까나,0
영화 나비효과랑 내용이 똑같잖아 재미는 하나도 없고 시간여행으로 사랑타령이나 하고 있어 개짜증 영화,0
TV에서 상영했어도 좋았을 듯한 영화~,0
이영화 본사람 있어여?? 인디안 썸머의 원조에요..너무좋은영화,1
이런 미친...내 생애 최악의 영화/..이 거 보다가 정신병 걸릴것 같음...추천XXXX,0
"오늘봤는데... 옛날 영화치고 그래도 볼만하던데여, ^^",1
ㅋㅋㅋ이송감독자기같은영화만만드네...제작비가 너무 아깝군,0
최시원죽을때진심허망하더라그리고개맛같은마무리왜만든건지묻고싶다,0
상상력은 원작에서나 평가하시고 이런 쓰레기영화는 처음본다,0
내 인생 최고의 임팩트 중 하나.,1
인상적인 전쟁영화..스릴있음,1
동건이형 어쩔수없이 연기했겠다 불쌍함 ㅠㅠㅠㅠ,0
마지막까지 꾸역꾸역 보긴했는데 진짜 마지막까지 개뿔도 없음ㅅㅂ최강길드가 왠 듣보잡한테 쳐발리는것도 그렇고 좀 짜증나는 스토리였음괴물 퇴치도 어이없게 사기탬하나로 끝내고 아오 시간낭비 ㅇㅇ 영화감상평 처음 써본다 ㅅㅂ,0
"관음적 욕망의 표현은 준수했으나.. 단지 그뿐인 영화. 틴토브라스, 실망..",0
'실화'였다는 것을 제외하고는,0
잔인하기만한 영화..마지막에 우스꽝스러움,0
액션만 있는 영화. 그래서 좋다,1
킬링타임이아닌 킬링마이셀프 영화,0
참 잘만든 영화다. ~~♡♡,1
명화네요 ㅠㅠ 잊지못할 영화입니다...,1
중학생이던시절에보고약10년이지난현재다시한번보는데..왜그때는그냥그런영화라고생각했었는데..이번엔눈물이계속 나올까요?나이를먹으며생각 많아진걸까요..?무엇보다 끝에 형제끼리 싸울때.. 왜6.25가 동종상잔의 비극이라 불리는지..제대로 알게해준 영화..명작.,1
잠인한데 정말 재밌게 본영화,1
기대 이상으로 재미있고 예쁘네요! 오버스러운 악역도 없고 ㅎㅎ,1
누명으로 교수형 당한 사람 불쌍하다,1
지구에 미국밖에 없나 본격 러시아 까는 영화,0
좋은배우데려와서 똥쓰레기영화만들어놨네,0
911테러가 없었다면 비디오로나 나왔을 작품,0
이런영화를 영화관까지 가서 돈을 내고 누가 볼거라고 기대하고 만들었는지,0
초반엔진짜 저희가족보는줄 알았어요~전남잔데 엄마랑 매일 다투는데 제가 너무 모진것같에요ㅜ정말 슬펐습니다 최고의 영화 느낀게너무도 많았어요...,1
별하나도 아깝다 낚여서 보지만 욕나온다 진짜 총들고 춤추는것도아니고 와.. 영화관에서 상영하는거라 집에서 10000원주고 봣는데 이건 영아니네 ㅡㅡ,0
여자주인공 표정연기가 당돌한게 깜찍하다. 그거 말고 볼 거 없음. 병맛같은 영화.,0
또보고픈...너무나 아름답고 슬픈 최고의드라마ㅡ♥,1
아놔 결국 밝혀 질꺼면서 ..언제 까지 질질끌거임..,0
기요시가 영화데뷔를 위해 선택한 로망포르노였을 뿐...?,0
나 이거 극장서 돈주고 봤음,0
