article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
587782005,587782,Estelle dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, flounced dress in an airy weave with a V-neck and sewn-in wrapover. Narrow, adjustable shoulder straps, a narrow, elasticated seam at the waist and a gently bell-shaped skirt. Lined."
587832011,587832,FRIDA 2p,255,T-shirt,Garment Upper body,1010017,Stripe,7,Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved tops in soft cotton jersey with a round neck and rounded, slightly longer back. One top has an all-over print."
588008001,588008,MINI black stone hood,308,Hoodie,Garment Upper body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Jacket in sweatshirt fabric made from soft organic cotton with a hood, diagonal zip and ribbing at the cuffs and hem."
588145001,588145,MC Tom dress.,265,Dress,Garment Full body,1010001,All over pattern,92,Green,5,Bright,19,Green,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Calf-length dress in a patterned weave with an opening at the front and press-studs at the neck. Long, wide sleeves with a press-stud at the cuffs, a seam at the waist with pleats and a flared skirt with a zip in the side. Lined front."
588156001,588156,Filippa wet look,272,Trousers,Garment Lower body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in soft, wet-look velour with a high waist, hook-and-eye fastener and zip fly. Detachable tie belt, pleats, side pockets and loose-fitting tapered legs."
588202001,588202,coctail skirt_,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,Skirt in soft rib knit with an elasticated waist and flare to the hem.
588213001,588213,LOGG Mora shirt,259,Shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Shirt woven in a cotton blend containing some linen. Collar, buttons down the front, a yoke with a pleat at the back and long sleeves with wide cuffs."
588231001,588231,LOGG Maybelle top,258,Blouse,Garment Upper body,1010021,Lace,10,White,3,Light,9,White,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Sleeveless, V-neck top in a cotton weave with pin-tucks at the top, hemstitching and decorative lace trims."
588245001,588245,MC Dayzy blazer,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Gently fitted jacket in a textured weave with a concealed hook-and-eye fastening at the front, welt front pockets and sleeves with gathered seams. Lined."
588245003,588245,MC Dayzy blazer,262,Jacket,Garment Upper body,1010026,Other structure,73,Dark Blue,4,Dark,2,Blue,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Gently fitted jacket in a textured weave with a concealed hook-and-eye fastening at the front, welt front pockets and sleeves with gathered seams. Lined."
588245004,588245,MC Dayzy blazer,264,Blazer,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Gently fitted jacket in a textured weave with a concealed hook-and-eye fastening at the front, welt front pockets and sleeves with gathered seams. Lined."
588251002,588251,MC Day linen blazer,264,Blazer,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Gently tailored, collarless jacket woven in a linen blend with welt front pockets and 3/4-length, gathered sleeves. No buttons. Lined."
588299001,588299,Stud Tee (1),255,T-shirt,Garment Upper body,1010002,Application/3D,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Long T-shirt in soft jersey with studs around the neckline and sleeves, and a rounded hem. Slightly longer at the back."
588299002,588299,Stud Tee (1),255,T-shirt,Garment Upper body,1010002,Application/3D,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Long T-shirt in soft jersey with studs around the neckline and sleeves, and a rounded hem. Slightly longer at the back."
588314001,588314,Necklace Ohlson 2-pack,77,Necklace,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Metal chain necklaces. Length approx. 50 cm.
588330005,588330,Matilda 2-p,254,Top,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in soft jersey made from a modal and cotton blend. The cotton content of the tops is organic.
588337002,588337,Adriana nursing SPORT MID,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Sports bra in soft, fast-drying functional fabric with a nursing function. Opening, lined cups with space for nursing pads, a racer back with a cut-out section, wide elastication under the bust and a hook-and-eye fastening at the back. Seamless. Medium support."
588423004,588423,LOGG Fireball chino SPEED,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Chinos in an airy cotton weave with a zip fly, side pockets, welt back pockets and tapered legs."
588436002,588436,LOGG Ivy linen shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Shorts in a soft linen blend with an elasticated drawstring waist, side pockets and short slits in the sides."
588464004,588464,LOGG Jupiter vneck,252,Sweater,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1949,Knitwear,A,Ladieswear,1,Ladieswear,2,H&M+,1003,Knitwear,Wide jumper in a soft knit containing some wool with a V-neck and low dropped shoulders.
588515003,588515,Keefe price shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"Knee-length shorts in soft, washed cotton twill with an adjustable elasticated waist, zip fly and button, side pockets and a fake welt back pocket."
588515007,588515,Keefe price shorts,274,Shorts,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"Knee-length shorts in soft, washed cotton twill with an adjustable elasticated waist, zip fly and button, side pockets and a fake welt back pocket."
588515011,588515,Keefe price shorts,274,Shorts,Garment Lower body,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"Knee-length shorts in soft, washed cotton twill with an adjustable elasticated waist, zip fly and button, side pockets and a fake welt back pocket."
588515012,588515,Keefe price shorts,274,Shorts,Garment Lower body,1010001,All over pattern,19,Greenish Khaki,4,Dark,20,Khaki green,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"Knee-length shorts in soft, washed cotton twill with an adjustable elasticated waist, zip fly and button, side pockets and a fake welt back pocket."
588526002,588526,Munchen,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Coat in imitation suede with a faux fur lining, raw edges, concealed press-studs down the front and pockets in the side seams."
588549002,588549,Anton cable sweater,252,Sweater,Garment Upper body,1010016,Solid,32,Orange,7,Medium,3,Orange,8758,Young Boy Knitwear,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1003,Knitwear,"Jumper in soft, cable-knit cotton with ribbing around the neckline, cuffs and hem and a small imitation leather appliqué at the hem."
588588004,588588,Wannabe superpush balconett,298,Bikini top,Swimwear,1010001,All over pattern,40,Other Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, super push-up balconette bikini top with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps, side support and an elasticated hem."
588588010,588588,Wannabe superpush balconett,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, super push-up balconette bikini top with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps, side support and an elasticated hem."
588608003,588608,Loretta embroided hoodie,252,Sweater,Garment Upper body,1010007,Embroidery,7,Grey,2,Medium Dusty,12,Grey,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Knitted jumper with embroidered decorations, a drawstring hood, low dropped shoulders and ribbing around the cuffs and hem."
588659002,588659,Marshall clamdiggers,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"Clamdiggers in washed cotton with an adjustable elasticated waist, zip fly and button, and front and back pockets."
588676001,588676,MC Linda jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Jumpsuit in airy jersey crêpe with a V-neck, sewn-in wrapover at the top, gently dropped shoulders and long sleeves. Seam at the waist with a detachable tie belt, side pockets and loose-fitting, tapered legs."
588689001,588689,Solange 5 pkt,272,Trousers,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"5-pocket trousers in washed, superstretch twill with a regular waist, zip fly and button and skinny legs."
588689002,588689,Solange 5 pkt,272,Trousers,Garment Lower body,1010018,Treatment,19,Greenish Khaki,4,Dark,20,Khaki green,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"5-pocket trousers in washed, superstretch twill with a regular waist, zip fly and button and skinny legs."
588689005,588689,Solange 5 pkt,272,Trousers,Garment Lower body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"5-pocket trousers in washed, superstretch twill with a regular waist, zip fly and button and skinny legs."
588689013,588689,Solange 5 pkt,272,Trousers,Garment Lower body,1010018,Treatment,19,Greenish Khaki,4,Dark,20,Khaki green,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"5-pocket trousers in washed, superstretch twill with a regular waist, zip fly and button and skinny legs."
588771001,588771,Lilac smock dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,Sleeveless dress in soft viscose jersey with a smocked seam at the waist and two tiers to the hem.
588771002,588771,Lilac smock dress,265,Dress,Garment Full body,1010017,Stripe,72,Blue,7,Medium,2,Blue,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,Sleeveless dress in soft viscose jersey with a smocked seam at the waist and two tiers to the hem.
588772002,588772,Lily strap dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Sleeveless dress in a patterned weave with a V-neck, sewn-in wrapover at the front and narrow, adjustable shoulder straps. Elasticated seam at the waist and an asymmetric, flounced hem. Unlined."
588849001,588849,CS Matisse trousers,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Wide trousers in sturdy cotton twill with a concealed hook-and-eye fastener, zip fly and slightly lower crotch. Side pockets, welt back pockets with a button and leg pockets with a folded edge. Wide legs with sewn-in turn-ups at the hems."
589017001,589017,Stefania straples superpush,306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up bra in microfibre with underwired, moulded, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps and silicon trim at the back to hold the bra in place. Wide fastening at the back with hooks and eyes."
589017002,589017,Stefania straples superpush,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up bra in microfibre with underwired, moulded, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps and silicon trim at the back to hold the bra in place. Wide fastening at the back with hooks and eyes."
589017003,589017,Stefania straples superpush,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up bra in microfibre with underwired, moulded, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps and silicon trim at the back to hold the bra in place. Wide fastening at the back with hooks and eyes."
589222001,589222,Skinny H.W Air,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"High-waisted jeans in stretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs."
589222003,589222,Skinny H.W Air,272,Trousers,Garment Lower body,1010023,Denim,22,Yellow,1,Dusty Light,8,Yellow,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"High-waisted jeans in stretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs."
589222005,589222,Skinny H.W Air,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"High-waisted jeans in stretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs."
589268002,589268,TURIN,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform ankle boots with a zip in one side and covered heels. Satin linings, imitation leather insoles and thermoplastic rubber soles. Platform front 1.4 cm, heel 12 cm."
589268003,589268,TURIN,87,Boots,Shoes,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform ankle boots with a zip in one side and covered heels. Satin linings, imitation leather insoles and thermoplastic rubber soles. Platform front 1.4 cm, heel 12 cm."
589306001,589306,Jason low BB,94,Sneakers,Shoes,1010005,Colour blocking,10,White,3,Light,9,White,4221,Young Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Mesh trainers with imitation suede details, a lightly padded edge and tongue, elasticated lacing at the front and loop at the back. Mesh linings and insoles and rubber soles."
589423001,589423,Mashall clamdiggers,274,Shorts,Garment Lower body,1010024,Chambray,73,Dark Blue,4,Dark,2,Blue,7655,Kids Boy Shorts,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1025,Shorts,"Clamdiggers in a cotton Oxford weave with an adjustable, elasticated waist and zip fly with a button. Front pockets, back pockets and shaping seams at the knees."
589440002,589440,Valentina Rem Pad Body LS,283,Underwear body,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre body with a gently sculpting effect on the waist, hips, back and seat. Non-wired, mesh-lined lace cups with removable inserts that give the bust a natural shape and light support. Narrow adjustable shoulder straps and glued hems for a smooth silhouette. Lined gusset with press-studs."
589440003,589440,Valentina padded body 1,283,Underwear body,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre body with a gently sculpting effect on the waist, hips, back and seat. Non-wired, mesh-lined lace cups with removable inserts that give the bust a natural shape and light support. Narrow adjustable shoulder straps and glued hems for a smooth silhouette. Lined gusset with press-studs."
589440004,589440,Valentina padded body 1,283,Underwear body,Underwear,1010016,Solid,33,Dark Orange,4,Dark,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre body with a gently sculpting effect on the waist, hips, back and seat. Non-wired, mesh-lined lace cups with removable inserts that give the bust a natural shape and light support. Narrow adjustable shoulder straps and glued hems for a smooth silhouette. Lined gusset with press-studs."
589450003,589450,Oslo,274,Shorts,Garment Lower body,1010017,Stripe,73,Dark Blue,7,Medium,2,Blue,7655,Kids Boy Shorts,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1025,Shorts,"Shorts in a linen and cotton weave with an adjustable elasticated drawstring waist, zip fly and button, and side and back pockets."
589514001,589514,Lisabon jumpsuit,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Sleeveless jumpsuit in a crêpe weave with a frill-trimmed V-neck, concealed silicone trim at the top. and shoulder straps. Concealed zip at the back, side pockets and wide elastication at the sides of the back."
589514002,589514,Lisabon jumpsuit,272,Trousers,Garment Lower body,1010008,Front print,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Sleeveless jumpsuit in a crêpe weave with a frill-trimmed V-neck, concealed silicone trim at the top. and shoulder straps. Concealed zip at the back, side pockets and wide elastication at the sides of the back."
589520005,589520,Niko 5-p boxer SB,286,Underwear bottom,Underwear,1010016,Solid,82,Turquoise,5,Bright,7,Turquoise,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
589521001,589521,Niko 5-p boxer BB,286,Underwear bottom,Underwear,1010016,Solid,72,Blue,7,Medium,2,Blue,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
589521007,589521,Niko boxer BB 5-p,286,Underwear bottom,Underwear,1010016,Solid,71,Light Blue,3,Light,2,Blue,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
589521008,589521,Niko 5-p boxer BB,286,Underwear bottom,Underwear,1010016,Solid,92,Green,5,Bright,19,Green,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
589521011,589521,NIKO BOXER BB 5PACK,286,Underwear bottom,Underwear,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
589549001,589549,Shorts Straight Midsummer (1),274,Shorts,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with hard-worn details, a button fly and straight legs with raw-edge hems."
589549009,589549,Shorts Straight Midsummer (1),274,Shorts,Garment Lower body,1010023,Denim,72,Blue,1,Dusty Light,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with hard-worn details, a button fly and straight legs with raw-edge hems."
589549011,589549,Shorts Straight Midsummer (1),274,Shorts,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with hard-worn details, a button fly and straight legs with raw-edge hems."
589549015,589549,Shorts Straight Midsummer (1),274,Shorts,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with hard-worn details, a button fly and straight legs with raw-edge hems."
589549018,589549,Shorts Straight Midsummer (1),274,Shorts,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with hard-worn details, a button fly and straight legs with raw-edge hems."
589549020,589549,Shorts Straight Midsummer (1),274,Shorts,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with hard-worn details, a button fly and straight legs with raw-edge hems."
589556001,589556,Shorts Skinny Barato (1),274,Shorts,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in stretch denim with a regular waist, zip fly and skinny legs with sewn-in turn-ups at the hems."
589556005,589556,Shorts Skinny Barato (1),274,Shorts,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in stretch denim with a regular waist, zip fly and skinny legs with sewn-in turn-ups at the hems."
589556007,589556,Shorts Skinny Barato (1),274,Shorts,Garment Lower body,1010023,Denim,72,Blue,1,Dusty Light,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in stretch denim with a regular waist, zip fly and skinny legs with sewn-in turn-ups at the hems."
589556011,589556,Shorts Skinny Barato (1),274,Shorts,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in stretch denim with a regular waist, zip fly and skinny legs with sewn-in turn-ups at the hems."
589556012,589556,Shorts Skinny Barato (1),274,Shorts,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in stretch denim with a regular waist, zip fly and skinny legs with sewn-in turn-ups at the hems."
589556013,589556,Shorts Skinny Barato (1),274,Shorts,Garment Lower body,1010023,Denim,6,Light Grey,1,Dusty Light,12,Grey,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in stretch denim with a regular waist, zip fly and skinny legs with sewn-in turn-ups at the hems."
589599001,589599,Shake it in Balconette,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599002,589599,Shake it in Balconette_,298,Bikini top,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599003,589599,Shake it in Balconette_,298,Bikini top,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599004,589599,Shake it in Balconette_,298,Bikini top,Swimwear,1010016,Solid,40,Other Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599008,589599,Shake it in Balconette_,298,Bikini top,Swimwear,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599009,589599,Shake it in Balconette_,298,Bikini top,Swimwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599010,589599,Shake it in Balconette_,298,Bikini top,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599016,589599,Shake it in Balconette_,298,Bikini top,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599027,589599,Shake it in Balconette,298,Bikini top,Swimwear,1010017,Stripe,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
589599030,589599,Shake it in Balconette,298,Bikini top,Swimwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener. Side support and a silicone trim."
